ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
E1E065E7ED285C02,classic_bike,2022-02-19 18:08:41,2022-02-19 18:23:56,State St & Randolph St,TA1305000029,Clark St & Lincoln Ave,13179,41.88462107257936,-87.62783423066139,41.915689,-87.6346,member
1602DCDC5B30FFE3,classic_bike,2022-02-20 17:41:30,2022-02-20 17:45:56,Halsted St & Wrightwood Ave,TA1309000061,Southport Ave & Wrightwood Ave,TA1307000113,41.929143,-87.649077,41.928773,-87.663913,member
BE7DD2AF4B55C4AF,classic_bike,2022-02-25 18:55:56,2022-02-25 19:09:34,State St & Randolph St,TA1305000029,Canal St & Adams St,13011,41.88462107257936,-87.62783423066139,41.879255,-87.639904,member
A1789BDF844412BE,classic_bike,2022-02-14 11:57:03,2022-02-14 12:04:00,Southport Ave & Waveland Ave,13235,Broadway & Sheridan Rd,13323,41.94815,-87.66394,41.952833,-87.649993,member
07DE78092C62F7B3,classic_bike,2022-02-16 05:36:06,2022-02-16 05:39:00,State St & Randolph St,TA1305000029,Franklin St & Lake St,TA1307000111,41.88462107257936,-87.62783423066139,41.885837,-87.6355,member
9A2F204F04AB7E24,classic_bike,2022-02-07 09:51:57,2022-02-07 10:07:53,St. Clair St & Erie St,13016,Franklin St & Monroe St,TA1309000007,41.89434513742426,-87.62279838323593,41.880317,-87.635185,member
D1E6BB679BDEDEE4,classic_bike,2022-02-14 10:38:54,2022-02-14 10:42:43,Wells St & Elm St,KA1504000135,Clark St & Schiller St,TA1309000024,41.903222,-87.634324,41.907993,-87.631501,member
